startTime,endTime,startSessionTime,endSessionTime,duration,x,y,pointCount
1753283738636,1753283738844,30747,30955,208,804.6146670794324,291.28090556172674,4
1753283739144,1753283739248,31255,31359,104,560.9601883615046,176.11348411524125,2
1753283739248,1753283739362,31359,31473,114,562.8075059956038,137.16240760964922,2
1753283739362,1753283739467,31473,31578,105,575.5584424649289,117.07969076631224,2
1753283739611,1753283739733,31722,31844,122,688.3582829470843,161.39959009165864,2
1753283739733,1753283739850,31844,31961,117,706.8834682996229,181.46752637337067,2
1753283739949,1753283740138,32060,32249,189,623.0903532658539,335.52613753073535,2
1753283740138,1753283740455,32249,32566,317,608.41168609586,383.0945287805808,2
1753283740455,1753283740621,32566,32732,166,642.969557916572,447.83768045475966,1
1753283740621,1753283740805,32732,32916,184,673.2677926610693,496.2111753756605,1
1753283740805,1753283740971,32916,33082,166,706.3227316195193,505.13884265193497,1
1753283740971,1753283741338,33082,33449,367,701.2113680123421,463.6481339459273,2
1753283741338,1753283741505,33449,33616,167,743.4707896639758,484.92783778457334,1
1753283741505,1753283741638,33616,33749,133,806.7263842582769,537.6534013907683,1
1753283741638,1753283741838,33749,33949,200,868.3688067062135,572.7162051995647,2
1753283741838,1753283741938,33949,34049,100,898.9494337198241,555.7578227605725,1
1753283741938,1753283742038,34049,34149,100,843.2426345477248,545.5694194774585,1
1753283742038,1753283742271,34149,34382,233,877.1872681174317,582.9520670718882,2
1753283742271,1753283742705,34382,34816,434,894.5209131538189,542.1929123110109,3
1753283742705,1753283743020,34816,35131,315,885.1182334291616,502.0662158311662,2
1753283743020,1753283743227,35131,35338,207,886.7328524771042,480.62600462282484,2
1753283743471,1753283743579,35582,35690,108,866.5071036900033,345.1069349741984,2
1753283743700,1753283743820,35811,35931,120,900.9655053910424,473.08578478935084,2
1753283743943,1753283744057,36054,36168,114,947.0196520326763,388.37277497735516,2
1753283744116,1753283744226,36227,36337,110,959.6535874877459,463.80768925697816,2
1753283744226,1753283744341,36337,36452,115,950.0066775861137,512.4085766097537,2
1753283744341,1753283744675,36452,36786,334,948.0555331927077,531.1519503057109,5
1753283744675,1753283745277,36786,37388,602,919.8897506309073,483.7880246600375,11
1753283745277,1753283745426,37388,37537,149,957.1958818828565,526.5353858786125,3
1753283745531,1753283745641,37642,37752,110,830.330338572307,572.2622801401039,2
1753283745641,1753283745748,37752,37859,107,798.9272784438849,618.0069436996448,2
1753283745748,1753283745866,37859,37977,118,802.2299956171851,666.3639079717619,2
1753283745866,1753283746649,37977,38760,783,814.5686702758654,689.4028637088825,14
1753283746868,1753283747023,38979,39134,155,974.4299779652539,545.4221111443225,3
1753283747023,1753283747126,39134,39237,103,1018.9429488618384,541.7983608373322,2
1753283747174,1753283747274,39285,39385,100,1000.3638622630897,597.4337028380012,2
1753283747274,1753283747376,39385,39487,102,987.7201252123307,650.8129907809655,2
1753283747376,1753283747481,39487,39592,105,955.5162297492598,653.9587694603579,2
1753283747481,1753283747593,39592,39704,112,927.8544635199792,626.2104211100444,2
1753283747745,1753283747859,39856,39970,114,900.5152425024984,498.7979397694115,2
1753283748347,1753283748450,40458,40561,103,1409.1141152471878,460.64236434433496,2
1753283748996,1753283749118,41107,41229,122,835.8607284954248,542.1051278089576,2
1753283749118,1753283749268,41229,41379,150,844.8371790254271,510.17965793870036,1
1753283749268,1753283749434,41379,41545,166,797.362918845468,474.47034528192955,1
1753283749434,1753283749600,41545,41711,166,791.4722858275474,432.93446040463954,1
1753283749600,1753283749767,41711,41878,167,722.5763995544384,351.22205267594563,1
1753283749767,1753283749884,41878,41995,117,733.1271554415868,300.9007180273748,1
1753283749884,1753283750001,41995,42112,117,719.7094122210783,261.2097288507791,1
1753283750001,1753283750117,42112,42228,116,786.6114947565725,294.92008031547476,1
1753283750117,1753283750234,42228,42345,117,863.8517627954359,332.1238836153049,1
1753283750234,1753283750334,42345,42445,100,959.6917218806516,411.8322010632139,1
1753283750334,1753283750535,42445,42646,201,1027.4463758843135,483.38813363505324,2
1753283750535,1753283750767,42646,42878,232,938.0478470656061,490.9795230560364,2
1753283750767,1753283750885,42878,42996,118,1002.6033875585788,536.5850885102726,1
1753283750984,1753283751085,43095,43196,101,879.9633675657725,566.2106757004536,1
1753283751555,1753283751686,43666,43797,131,483.41466122764973,480.51239507354654,3
1753283751783,1753283751939,43894,44050,156,455.296443236113,398.70188160310954,3
1753283752271,1753283752525,44382,44636,254,768.0865302230246,506.4708460926934,5
1753283752583,1753283752813,44694,44924,230,834.3993469175166,509.8307293549552,4
1753283752813,1753283752924,44924,45035,111,784.8174408221216,492.46831855534367,2
1753283752924,1753283753054,45035,45165,130,742.1705832577395,482.37190668962126,2
1753283753112,1753283753238,45223,45349,126,638.4679824214613,426.23519998873746,2
1753283753238,1753283753521,45349,45632,283,618.2090918744223,402.32673490153496,5
1753283753521,1753283753706,45632,45817,185,685.3684928532684,398.1430463499378,4
1753283753706,1753283753872,45817,45983,166,703.9686656027235,405.249660853211,3
1753283754104,1753283754295,46215,46406,191,794.138359857293,467.36741079833666,4
1753283754563,1753283754858,46674,46969,295,608.0780010012523,357.59865898520434,6
1753283754947,1753283755142,47058,47253,195,769.1320826723006,457.27542984737227,4
1753283755288,1753283755388,47399,47499,100,661.4119501807373,408.9715429535768,2
1753283755388,1753283755723,47499,47834,335,612.3353125007498,393.4768880796256,7
1753283755830,1753283756069,47941,48180,239,736.5463380754367,465.19697930873974,5
1753283756069,1753283756243,48180,48354,174,706.679055358065,437.45448701384356,3
1753283756293,1753283756445,48404,48556,152,645.9637414301518,398.6911373930273,3
1753283756445,1753283756874,48556,48985,429,619.7832956751831,375.59667762452193,8
1753283756980,1753283757103,49091,49214,123,754.0172259037779,435.0606905766946,2
1753283757103,1753283759814,49214,51925,2711,760.8455041759049,450.8511734663982,17
1753283759814,1753283760896,51925,53007,1082,739.8976518706448,447.7874955055281,6
1753283760896,1753283761896,53007,54007,1000,718.1545722095028,432.53636805310725,6
1753283761896,1753283762079,54007,54190,183,678.2038994012894,429.6502707313322,1
1753283762079,1753283762412,54190,54523,333,648.2168581356977,433.7913883843711,2
1753283762412,1753283762763,54523,54874,351,688.289195065322,455.86010687047826,2
1753283762763,1753283762912,54874,55023,149,657.768164712481,457.12442429944446,1
1753283762912,1753283763095,55023,55206,183,621.822847565239,455.36847786488005,1
1753283763095,1753283763428,55206,55539,333,667.6035659541375,525.7053240429979,2
1753283763428,1753283763579,55539,55690,151,689.7662979137917,543.1026718442213,1
1753283763579,1753283763762,55690,55873,183,738.3956614915367,554.8203777443213,1
1753283763762,1753283764279,55873,56390,517,764.0042300357635,576.3521526714899,3
1753283764279,1753283764462,56390,56573,183,790.7219772563839,542.2740059822586,1
1753283764462,1753283764612,56573,56723,150,748.2097342898463,521.7282845212966,1
1753283764612,1753283764778,56723,56889,166,800.0798573927301,481.70814747354405,1
1753283764778,1753283765195,56889,57306,417,889.8402683766686,456.25591834513864,2
1753283765195,1753283765412,57306,57523,217,927.3096183244122,394.8756753945345,1
1753283765412,1753283765561,57523,57672,149,914.5441597713696,447.6451895552715,1
1753283765561,1753283765678,57672,57789,117,889.2143500990825,476.5090403623971,1
1753283765678,1753283765794,57789,57905,116,863.7349907822031,498.0181713610244,1
1753283765794,1753283766045,57905,58156,251,813.7865280858748,462.97111442432515,2
1753283766045,1753283766261,58156,58372,216,836.010061962506,398.718313118782,2
1753283766360,1753283766511,58471,58622,151,892.6108123629341,342.30449302189515,1
1753283766511,1753283766660,58622,58771,149,882.9086105795767,388.58030896571927,1
1753283766660,1753283766811,58771,58922,151,868.9773483671567,441.35576343476106,1
1753283766811,1753283767077,58922,59188,266,933.4824795594163,457.90989216310174,2
1753283767077,1753283767227,59188,59338,150,899.3377719637657,433.55235628732777,1
1753283767227,1753283767360,59338,59471,133,987.7856188371143,374.3404896167309,1
1753283767360,1753283767530,59471,59641,170,1172.4902795753926,345.45525617668864,1
1753283767530,1753283767663,59641,59774,133,1284.4743431730708,307.2358655326973,1
1753283767663,1753283767780,59774,59891,117,1381.2592341257293,244.67011704538476,1
1753283767780,1753283767895,59891,60006,115,1437.2421775732505,188.02643589595868,1
1753283767895,1753283768010,60006,60121,115,1484.4880410469232,143.22687715948368,1
1753283768010,1753283768110,60121,60221,100,1527.5029577766504,128.1720039019957,1
1753283768110,1753283768327,60221,60438,217,1546.6959436374427,104.2687343016002,2
1753283768594,1753283768695,60705,60806,101,1230.4146796933605,234.08283025950914,1
1753283768793,1753283768893,60904,61004,100,1185.427755991496,361.0597278645092,1
1753283768893,1753283769093,61004,61204,200,1176.8914888387874,420.8455056540023,2
1753283769093,1753283769194,61204,61305,101,1186.2154124766162,451.24101265349265,1
1753283769194,1753283769527,61305,61638,333,1196.1001488386955,502.0725443623929,3
1753283769527,1753283769627,61638,61738,100,1048.9275711151463,522.5846978727045,1
1753283769627,1753283769744,61738,61855,117,1009.1818779763963,524.6787215642731,1
1753283769744,1753283769845,61855,61956,101,1009.7325867532226,557.2729210763629,1
1753283769961,1753283770061,62072,62172,100,1080.9388468535244,698.6342688384145,1
1753283770061,1753283770193,62172,62304,132,1099.7875292848994,724.1951256578059,1
1753283770193,1753283770294,62304,62405,101,1171.5515105121992,597.8083346800067,1
1753283770294,1753283770404,62405,62515,110,1227.4410222878644,474.7681318913775,1
1753283770568,1753283770733,62679,62844,165,1375.2211516432646,176.93834852761896,3
1753283770733,1753283770840,62844,62951,107,1317.2180884333125,184.55625146675345,2
1753283771386,1753283771488,63497,63599,102,637.2655527108265,147.7908647256825,2
1753283771488,1753283771599,63599,63710,111,627.7136725469271,181.176274890319,2
1753283771903,1753283772014,64014,64125,111,796.6195517290878,408.7212581136167,2
1753283772222,1753283772334,64333,64445,112,834.1659593831723,626.9464080378445,2
1753283772540,1753283772654,64651,64765,114,974.4921851047677,579.8871710945018,2
1753283772709,1753283772831,64820,64942,122,853.9833111535015,641.9651248766389,2
1753283772831,1753283772948,64942,65059,117,831.0309464351733,690.980395480015,2
1753283772948,1753283773087,65059,65198,139,798.8520615318948,711.0121310526962,2
1753283773087,1753283773305,65198,65416,218,785.5683008997996,729.034917063505,4
1753283773488,1753283773597,65599,65708,109,687.8171089115267,708.0810044751634,2
1753283773597,1753283773715,65708,65826,118,753.353782261431,700.490523099613,2
1753283773887,1753283774033,65998,66144,146,917.8884183969712,680.0564360901499,3
1753283774085,1753283774302,66196,66413,217,891.450272745845,617.7965258116839,4
1753283774302,1753283774420,66413,66531,118,882.5935921445368,587.5370649935269,2
1753283774533,1753283774646,66644,66757,113,840.6470314519246,478.46495534425287,2
1753283774786,1753283774914,66897,67025,128,764.6665418415913,498.943595564263,2
1753283775088,1753283775263,67199,67374,175,971.8384193932834,532.1943720097511,3
1753283775379,1753283775502,67490,67613,123,1046.8741452455895,438.4827129800501,2
1753283775502,1753283775627,67613,67738,125,1019.230260325912,474.74317499278914,2
1753283775832,1753283776005,67943,68116,173,1070.3115958380772,543.3194563285265,3
1753283776684,1753283776802,68795,68913,118,1154.7273720623148,260.33917786231484,2
1753283776802,1753283776916,68913,69027,114,1153.8082586255532,224.95624912129927,2
1753283776916,1753283777031,69027,69142,115,1112.8925969421882,180.07572830699627,2
1753283777031,1753283777267,69142,69378,236,1060.1631835937199,170.09988994969478,4
1753283777267,1753283777391,69378,69502,124,1032.6490652689408,164.30614570252,2
1753283777515,1753283777640,69626,69751,125,922.3649450378368,266.54776020925135,2
1753283777640,1753283777810,69751,69921,170,855.3817025526702,238.42308388659353,3
1753283778137,1753283778251,70248,70362,114,919.0823491256767,387.3277150239518,2
1753283778354,1753283778470,70465,70581,116,875.5521526533013,376.71765921964345,2
1753283778594,1753283778697,70705,70808,103,874.3523659021414,225.57684530437973,2
1753283778760,1753283778992,70871,71103,232,934.6320975114483,209.9934514014237,4
1753283778992,1753283779355,71103,71466,363,964.8188072139291,216.4281804184377,6
1753283779461,1753283779561,71572,71672,100,982.3578565638251,374.8840727340438,2
1753283779620,1753283779826,71731,71937,206,961.4962793205023,256.94379423119364,4
1753283779922,1753283780084,72033,72195,162,940.0131773926104,262.23912192652625,3
1753283780084,1753283780195,72195,72306,111,984.1215027447483,276.2992424141622,2
1753283780195,1753283780314,72306,72425,119,970.3157316472616,310.3889941469671,2
1753283780314,1753283780431,72425,72542,117,940.7987633930616,347.9564483442567,2
1753283780780,1753283780884,72891,72995,104,814.8857253200333,595.1465738234833,2
1753283780884,1753283781008,72995,73119,124,823.6848204302979,645.4485652691636,2
1753283781008,1753283781547,73119,73658,539,815.8079887330839,673.1110079563264,9
1753283781547,1753283781667,73658,73778,120,845.9598977042122,645.7926551264633,2
1753283781892,1753283782009,74003,74120,117,902.3542257223507,614.8899535811152,2
1753283782228,1753283782344,74339,74455,116,1087.370395304691,661.8564753183399,2
1753283782398,1753283782505,74509,74616,107,980.4614063214644,660.0982213593961,1
1753283782505,1753283782654,74616,74765,149,931.5502485351446,625.0255277532908,1
1753283782654,1753283782820,74765,74931,166,885.6344939177513,593.1376973690587,1
1753283782820,1753283782971,74931,75082,151,919.4606832442518,593.9009158910983,1
1753283782971,1753283783138,75082,75249,167,921.4358774649181,536.0075997651426,1
1753283783138,1753283783304,75249,75415,166,918.7916711121524,467.8898889632506,1
1753283783304,1753283783455,75415,75566,151,913.357849229019,352.69204230117117,1
1753283783455,1753283783579,75566,75690,124,896.0632368586179,270.62086183856985,1
1753283783646,1753283783746,75757,75857,100,939.2919670697797,187.68098128586013,2
1753283784091,1753283784193,76202,76304,102,930.808813137128,236.9539638335565,2
1753283785149,1753283785282,77260,77393,133,329.0593716155642,414.8604504846999,3
1753283785682,1753283785901,77793,78012,219,479.05912471460124,287.80050183781344,5
1753283785901,1753283786123,78012,78234,222,439.9484534736591,254.9752246691934,5
1753283786123,1753283786251,78234,78362,128,405.4304545998036,263.44064969972186,3
1753283786432,1753283786541,78543,78652,109,535.6231050950239,356.9074039572747,2
1753283786735,1753283786923,78846,79034,188,551.964078442226,399.33368206719933,4
1753283787024,1753283787292,79135,79403,268,473.3096851373618,473.0863378568982,5
1753283787292,1753283787559,79403,79670,267,448.3482216383667,452.1232222503737,5
1753283787810,1753283788064,79921,80175,254,881.4558478947174,629.1167398676129,4
1753283788176,1753283788480,80287,80591,304,711.8181876247702,497.969573919738,4
1753283788615,1753283788808,80726,80919,193,683.5312209275183,398.17507642526084,3
1753283789010,1753283789174,81121,81285,164,693.8789913033413,430.45869770534125,2
1753283789652,1753283789834,81763,81945,182,658.3229263022472,446.49792632829025,1
1753283789834,1753283790018,81945,82129,184,694.3113230467801,510.83335789792636,1
1753283790018,1753283790135,82129,82246,117,664.3884861097893,479.0617318257772,1
1753283790135,1753283790300,82246,82411,165,608.6798752972702,457.16821194315116,1
1753283790300,1753283790468,82411,82579,168,567.742283179833,421.0926915470518,1
1753283790468,1753283790834,82579,82945,366,517.1718031792793,369.52520827483875,2
1753283790834,1753283790934,82945,83045,100,597.0981661152828,405.4005712131862,1
1753283791033,1753283791134,83144,83245,101,796.6847520599375,501.1042390837776,1
1753283791134,1753283791250,83245,83361,116,879.0733609523776,563.9800161727177,1
1753283791250,1753283791367,83361,83478,117,947.2047436367612,567.0218457638986,1
1753283791367,1753283791484,83478,83595,117,936.3135913923564,608.3521460852544,1
1753283791484,1753283791585,83595,83696,101,948.5038769709279,637.7393208940607,1
1753283791585,1753283791784,83696,83895,199,900.8351030570952,566.528638296777,2
1753283791784,1753283791986,83895,84097,202,901.8894540786825,512.9573444388488,2
1753283792262,1753283792373,84373,84484,111,1234.1343462695668,495.61349149199253,2
1753283792780,1753283793087,84891,85198,307,803.4675514233171,365.80929457012644,6
1753283793236,1753283793339,85347,85450,103,931.2469479789943,486.54081077229625,2
1753283793760,1753283793923,85871,86034,163,1091.0460096266531,272.3258336003759,3
1753283793923,1753283794206,86034,86317,283,1111.9534594724587,320.19398231254706,5
1753283794206,1753283794320,86317,86431,114,1074.452627542329,246.6035638986669,2
1753283794320,1753283794697,86431,86808,377,1063.7116194741877,199.623227105766,7
